BBC Radio 1	BBC One
Etienne Capoe	Étienne Capoue
Ju JinMo	Joo Jinmo
Mongolia	Mongolia
Chelyabinsk Region	Chelyabinsk Oblast
Christian Wilhelmsson	Christian Wilhelmsson
Saint Christopher and Nevis	Saint Kitts and Nevis
Peng Dehuai	Peng Dehuai
Resident Evil 2	Resident Evil 2
Edmond Husserl	Edmund Husserl
Iowa State University	Iowa State University
Bedtime Stories	Bedtime Stories
Prime Minister of Malaysia	Prime Minister of Malaysia
Osgir Osgirson	Ásgeir Ásgeirsson
Jin Yong	Jin Yong
Ai no Uta	Ai no Uta
Miami FC	Miami FC
Li Fang	Li Fang
KAELA Kimura	Kaela Kimura
Sawada Kenji	Kenji Sawada
Rogers Centre	Rogers Centre
Chile	Chile
Workable Football Club	Workable FC
Astro Hua Hee Dai	Astro Hua Hee Dai
mostar	Mostar
Edison Perea	Edixon Perea
Dinamo Moscow Football Club	FC Dynamo Moscow
1st SS Panzer Division Leibstandarte SS Adolf Hitler	1st SS Panzer Division Leibstandarte SS Adolf Hitler
Stangrim Hermansson	Steingrímur Hermannsson
Ebbsfleet United FC	Ebbsfleet United FC
North Korea National Football Team	North Korea national football team
Later Han	Later Han
Francis Gerard Brennan	Gerard Brennan
DFB Cup 20152016	201516 DFBPokal
Ulanara the Step Empress	Ulanara the Step Empress
Vorbis	Vorbis
DreamWorks Animation	DreamWorks Animation
George Bull	George Boole
Nhà Lý	Lý dynasty
Xinzhuang District	Xinzhuang District
Multan	Multan
Félix Gaillard	Félix Gaillard
Embolo	Breel Embolo
Michael Carrick	Michael Carrick
Alec Su	Alec Su
Toyota Dyna	Toyota Dyna
Cecile Rhodes	Cecil Rhodes
Orestis Karnezis	Orestis Karnezis
Virgin Records	Virgin Records
MUSIC STATION	Music Station
Cardiff City Stadium	Cardiff City Stadium
Lucien Goian	Lucian Goian
President of Tunisia	President of Tunisia
Vietnam	Vietnam
Feel my mind	Feel My Mind
Prince Octavian	Prince Octavius of Great Britain
Jim Nicholson	Jim Nicholson
Leonardo Bonucci	Leonardo Bonucci
John L Helm	John L Helm
UKIP	UK Independence Party
Greys Anatomy	Greys Anatomy
David Julius	David Julius
Shah Alam II	Shah Alam II
Paul Chan Mopo	Paul Chan Mopo
Hasin Yebada	Hassan Yebda
Bo Gu	Bo Gu
Shanghai	Shanghai
Basque Country	Basque Country
Uya Morvisen	Yura Movsisyan
Weldon Santos de Andrade	Weldon
Old Persian	Old Persian
Taejo of Joseon	Taejo of Joseon
Ongaku Gatas	Ongaku Gatas
Romania Kingdom	Kingdom of Romania
St Pauls College Hong Kong	St Pauls College Hong Kong
ItalianCanadian	Italian Canadians
J D Salinger	J D Salinger
Thai Chinese	Thai Chinese
Rene Coty	René Coty
suffolk	Suffolk
Cen Chunxuan	Cen Chunxuan
Luis Botha	Louis Botha
Coptic	Coptic language
Meizhou Hakka FC	Meizhou Hakka FC
Bob Riley	Bob Riley
David Lange	David Lange
Plastic Ono Band	Plastic Ono Band
North Macedonia national football team	Macedonia national football team
Hestia	Hestia
Muse Band	Muse
Supreme Peoples Assembly	Supreme Peoples Assembly
Christian Democrats	Christian Democrats
Chen Haowei	Chen Haowei
Max von Laue	Max von Laue
Halina Tam	Halina Tam
Kimaki Kawamura	Kawamura Kageaki
Atchison  Topeka and Santa Fe Railroad	Atchison Topeka and Santa Fe Railway
RocknRoll Circus	Rock n Roll Circus
Oscar Klein	Oskar Klein
Slow Boat Home	Slow Boat Home
Real Sociedad	Real Sociedad
Irish War of Independence	Irish War of Independence
Northrop Grumman E2 Hawkeye	Northrop Grumman E2 Hawkeye
Arizona Administrative Divisions	List of counties in Arizona
Awk	AWK
Kaykhusraw II	Kaykhusraw II
Yoshimasa Hayashi	Yoshimasa Hayashi
Fang Jingqi	Fang Jingqi
Linyi	Linyi
folk metal	Folk metal
jaws	Great white shark
rince Felix of BourbonParma	Prince Felix of BourbonParma
England Football Southern League	Southern Football League
Kangxi Emperor	Kangxi Emperor
Kering Group	Kering
Katsushikaku	Katsushika
COME WITH ME	Come with Me
Irtysh	Irtysh River
HolsteinGortop dynasty	House of HolsteinGottorp
Frederick Lugard 1st Baron Lugard	Frederick Lugard 1st Baron Lugard
Governor of Canada	Governor General of Canada
Charles the Bald	Charles the Bald
Laurent Koscielny	Laurent Koscielny
Zhu Mimi	Mimi Chu
China Eastern Airlines	China Eastern Airlines
Henry II	Henry II of France
Michael Attia	Michael Atiyah
Sanskrit	Sanskrit
GNU Compiler Collection	GNU Compiler Collection
Yiddish	Yiddish
Charleston South Carolina	Charleston South Carolina
Susan Tse	Susan Tse
Sorbian	Sorbian languages
Seokho Hwang	Hwang Seokho
Order of the Garter	Order of the Garter
AlGharafa SC	AlGharafa Sports Club
GDragon	GDragon
Gegeen Khan	Gegeen Khan
John XVIII	Pope John XVIII
ONE LIFE	One Life
campinas	Campinas
Nelson Rockefeller	Nelson Rockefeller
DIAMOND WAVE	Diamond Wave
MuhammadReza Rahimi	Mohammad Reza Rahimi
Nenê	Nenê
Veronica	Veronica TV
Paulinho	Paulinho
Cynthia Ramis	Cynthia Lummis
Saitama 2002 Stadium	Saitama Stadium 2002
BTOB	BtoB
Andre Bikay	André Bikey
The Big Bang Theory	The Big Bang Theory
Lleida	Lleida
Russian Civil War	Russian Civil War
Citroen Senna	Citroën Xsara
Gloria MacapagalArroyo	Gloria Macapagal Arroyo
Annie Chen	Annie Chen
Li Ruihuan	Li Ruihuan
CharlotteWasp	Charlotte Hornets
Kandai Sipandon	Khamtai Siphandon
Ubuntu	Ubuntu
Homeland Union	Homeland Union
Keda Seiji	Seiji Kameda
Mark Udall	Mark Udall
Democritus	Democritus
Michael Fallon	Michael Fallon
JudaeoSpanish	JudaeoSpanish
Meng Jianzhu	Meng Jianzhu
Alberto Yeras Camargo	Alberto Lleras Camargo
2012 Summer Olympics	2012 Summer Olympics
Yi Bangja	Yi Bangja
Richard Z Kruspe	Richard Z Kruspe
British Chinese	British Chinese
Romualdo Pacheco	Romualdo Pacheco
Dutch East Indies Japanese Occupation Period	Japanese occupation of the Dutch East Indies
Málaga FC	Málaga CF
Stéphane Henchoz	Stéphane Henchoz
PortableAppscom	PortableAppscom
Timothy Pickering	Timothy Pickering
Internet Archive	Internet Archive
Game Center	Game Center
Lý Huệ Tông	Lý Huệ Tông
Thomas PelhamHollis 1st Duke of Newcastle	Thomas PelhamHolles 1st Duke of Newcastle
Hilda Solis	Hilda Solis
Secret of my heart	Secret of My Heart
Tatung FC	Tatung FC
Ray Wilkins	Ray Wilkins
Huaibin County	Huaibin County
Prime Minister of Yemen	Prime Minister of Yemen
Ananda Mahidol	Ananda Mahidol
Elder Postiga	Hélder Postiga
Lega Pro Prima Divisione	Lega Pro Prima Divisione
Otto	Otto of Bavaria
Alexander Kwasniewski	Aleksander Kwaśniewski
LionHearts	LionHearts
Frazer Richardson	Frazer Richardson
Ivan Krasnich	Ivan Klasnić
Incheon United Football Club	Incheon United FC
Skrillex	Skrillex
Xinxiang City	Xinxiang
Windows 10	Windows 10
Kharosthi	Kharosthi
Hakonemachi	Hakone
Breem Dzemaeli	Blerim Džemaili
Enrico Letta	Enrico Letta
Pashtun	Pashtuns
Bodan Paczynski	Bohdan Paczyński
Zaozhuang	Zaozhuang
George Martin	George Martin
Euphrates	Euphrates
Macao National Football Team	Macau national football team
War of the Reunions	War of the Reunions
Luo Zhijun	Luo Zhijun
Aidan Wedge	Aidan White
Gupta Dynasty	Gupta Empire
Chiayi	Chiayi
Obina	Obina
Dinamo Bucharest FC	FC Dinamo București
Anton Yugoff	Anton Yugov
George II	George II of Great Britain
Fuad II	Fuad II of Egypt
Kim Chiwoo	Kim Chiwoo
Alex Fong	Alex Fong
Suizhou	Suizhou
Epeli Nailatikau	Epeli Nailatikau
Ostrava Barnik Football Club	FC Baník Ostrava
Pat Hingle	Pat Hingle
Utsunomiya City	Utsunomiya
Kim Jongil	Kim Jongil
Sidney Coleman	Sidney Coleman
Princess Alexandra The Honourable Lady Ogilvy	Princess Alexandra The Honourable Lady Ogilvy
Song Wenjie	Song Wenjie
reunion	Réunion
Donetsk Miners Football Club	FC Shakhtar Donetsk
Emanuele Giaccherini	Emanuele Giaccherini
Taiwan video main frequency	TTV Main Channel
Andrei Andreevich Gromyko	Andrei Gromyko
symphonic metal	Symphonic metal
Lauri Christian Ryland	Lauri Kristian Relander
Nokia Lumia 735	Nokia Lumia 735
Portugal National Football Team	Portugal national football team
True Blood	True Blood
Dengeki Sentai Changeman	Dengeki Sentai Changeman
Pierluigi Colina	Pierluigi Collina
C919	Comac C919
Samuel Etoo	Samuel Etoo
Byzantine Empire	Byzantine Empire
Andy Hui	Andy Hui
Lincoln	Lincoln England
Daniel Forlander	Daniel Vorländer
United Workers Party of Poland	Polish United Workers Party
Chinas Got Talent	Chinas Got Talent
Taiji	Taiji
Georgetown University	Georgetown University
Grand Duchess Maria Nikolaevna of Russia	Grand Duchess Maria Nikolaevna of Russia
Joey Meng	Joey Meng
Shenzhen Football Club	Shenzhen FC
Kosovo	Kosovo
Billy Pait	Billy Paynter
Pierre van Hoydonck	Pierre van Hooijdonk
Kalakahua	Kalākaua
belize city	Belize City
Li Yuanchao	Li Yuanchao
Alvin Gentry	Alvin Gentry
ASEC Mimosa	ASEC Mimosas
Vassiliki Sanu	Vassiliki ThanouChristophilou
Urawa Red Diamonds	Urawa Red Diamonds
Ian Rush	Ian Rush
Arsinois IV	Arsinoe IV of Egypt
Marcel Proust	Marcel Proust
Leopold Carl Eduard Georg Albert	Charles Edward Duke of SaxeCoburg and Gotha
Carlo Emmanuel IV	Charles Emmanuel IV of Sardinia
zambia	Zambia
Jin Dongjin	Kim Dongjin
Hillary RodhamClinton	Hillary Clinton
Eugène de Beauharnais	Eugène de Beauharnais
Gil Vicente FC	Gil Vicente FC
Kwon Sang Woo	Kwon Sangwoo
shiraz	Shiraz
Plattville	Prattville Alabama
Oklahoma	Oklahoma
Thomas Callenberg	Thomas Kahlenberg
Tatsuya Tanaka	Tatsuya Tanaka
Xiaogang Distric	Siaogang District
GReeeeN	Greeeen
Israel Defense Forces	Israel Defense Forces
Democratic Rally	Democratic Rally
Rock and Roll	Rock and roll
Cheng Jeicheng	Cheng Jeicheng
Peoples Party for Freedom and Democracy	Peoples Party for Freedom and Democracy
The Secret Code	The Secret Code
Rotherham Football Club	Rotherham United FC
Oviedo	Oviedo
Kome Kome Club	Kome Kome Club
Luton	Luton
Udinese Football Club	Udinese Calcio
CSKA Moscow	PFC CSKA Moscow
Bobby	Bobby
Tracy Conan	Tracy Does Conan
Brian Schatz	Brian Schatz
Canada River	Canadian River
Yining Incident	Ili Rebellion
Odia language	Odia language
Sardinian	Sardinian language
Washington State	Washington
Puskas Ferenc	Ferenc Puskás
MY LONELY TOWN	My Lonely Town
BeijingKowloon Railway	BeijingKowloon Railway
Cixi	Cixi City
Louis the Pious	Louis the Pious
Morocco	Morocco
Claudio Caniggia	Claudio Caniggia
Adam Cheng	Adam Cheng
Ariel Lin	Ariel Lin
Alexis of Russia	Alexis of Russia
Kingdom of Sicily	Kingdom of Sicily
University of Birmingham	University of Birmingham
Valencia CF Mestalla	Valencia CF Mestalla
Stuttgart Football Club	VfB Stuttgart
Baron Chen	Baron Chen
Gulfstream G550	Gulfstream G550
Qashqai	Qashqai language
Kurage Nagareboshi	Kurage Nagareboshi
Red Storm Entertainment	Red Storm Entertainment
Maria Goeppert Meyer	Maria GoeppertMayer
Yanji	Yanji
PlayStation Vita	PlayStation Vita
Bảo Đại	Bảo Đại
Tony Brown	Tony Brown
Wars of InLaws II	Wars of InLaws II
Sony Xperia T	Sony Xperia T
Taichang Emperor	Taichang Emperor
Chuck Lorre	Chuck Lorre
krakow	Kraków
Yes	Yes
Jorge Andrade	Jorge Andrade
Jason Davidson	Jason Davidson
INFINITE	Infinite
Mischievous Kiss	Playful Kiss
Radical Entertainment	Radical Entertainment
Helle ThorningSchmidt	Helle ThorningSchmidt
Kayserispor	Kayserispor
Peachy Clover Z	Momoiro Clover Z
William Gladstone	William Ewart Gladstone
Amstelveen	Amstelveen
Lake Biwa	Lake Biwa
Virtues of Harmony	Virtues of Harmony
Maizuru	Maizuru
Miki Takeo	Takeo Miki
Shenzhou4	Shenzhou 4
John Maynard Keynes	John Maynard Keynes
CNN	CNN
CRY NO MORE	Cry No More
Pierre Louis Maupertuis	Pierre Louis Maupertuis
The 3rd Abdullah Cabinet	Third Abdullah cabinet
Vratislav Lokvenc	Vratislav Lokvenc
a Coruña	A Coruña
2014 Chinese Super League	2014 Chinese Super League
CFR Cluj Football Club	CFR Cluj
Seimas	Seimas
Lega Pro	Lega Pro
Kelly Ayotte	Kelly Ayotte
jeddah	Jeddah
Transcaucasian Socialist Federal Soviet Republic	Transcaucasian Socialist Federative Soviet Republic
Red Bull Salzburg	FC Red Bull Salzburg
Richard Ashcroft	Richard Ashcroft
Andrew Hughes	Andrew Hughes
Parti Socialiste	Parti Socialiste
Stabæk Fotball	Stabæk Fotball
Bae Yongjoon	Bae Yongjoon
Leopoldo Galtieri	Leopoldo Galtieri
Ho Kwok Chuen	Ho Kwok Chuen
Vasa Dynasty	House of Vasa
Girls Talk	Girls Talk
Jaime	Jaime Duke of Madrid
Nelson Mandela	Nelson Mandela
rwanda	Rwanda
Netherlands	Holland
Bowdoin College	Bowdoin College
Figaro Tseng	Figaro Tseng
Ageo Saitama	Ageo Saitama
Vandenberg Air Force Base	Vandenberg Air Force Base
William Astbury	William Astbury
Kitakyushu Airport	Kitakyushu Airport
Richard Graves MacDonnell	Richard Graves MacDonnell
Abdul Razak	Abdul Razak Hussein
Michael Malone	Michael Malone
Evergreen Mak Cheungching	Evergreen Mak Cheungching
Jack meets Dennis	Jack Meets Dennis
George Papadopoulos	Georgios Papadopoulos
Tobias Levels	Tobias Levels
Jiang Yihua	Jiang Yihuah
Northern Ireland Parliament	Northern Ireland Assembly
F22 Raptor	Lockheed Martin F22 Raptor
Daniel Van Buiten	Daniel Van Buyten
National Autonomous University Club	Club Universidad Nacional
Albacete Football Club	Albacete Balompié
Empress Xiaoherui	Empress Xiaoherui
Nicholas Cage	Nicolas Cage
Charles University Prague	Charles University in Prague
Queer III Arena	Quake III Arena
Hong Kong Island	Hong Kong Island
Jiuquan Satellite Launch Center	Jiuquan Satellite Launch Center
Jinsha River	Jinsha River
Ministry of Finance	Ministry of Finance
ShanghaiKunming Passenger Line	ShanghaiKunming HighSpeed Railway
Maggie Cheung	Maggie Cheung
Vlad Ferrat	Vlad Filat
Roque Santa Cruz	Roque Santa Cruz
Kate Beckinsale	Kate Beckinsale
Pope Sergius I	Pope Sergius I
Girls Generation	Girls Generation
rap metal	Rap metal
Wang Huning	Wang Huning
Bhumibol Adulyadej	Bhumibol Adulyadej
Komae City	Komae Tokyo
Manuel Neuer	Manuel Neuer
Microsoft Edge	Microsoft Edge
George Cartwright Marshall	George Marshall
Shaoyom Laszlo	László Sólyom
Empoli Football Club	Empoli FC
Chang Sancheng	Chang Sancheng
Matsumoto Masaki	Takeaki Matsumoto
Yunlin County	Yunlin County
Timmy Hung	Timmy Hung
Wang Jingwei	Wang Jingwei
Liberal Party	Liberal Party
John McDougall	John McDougall
Arthur Li	Arthur Li
Komi	Komi language
CR Vasco da Gama	CR Vasco da Gama
William IV of the United Kingdom	William IV of the United Kingdom
Falisk	Faliscan language
Krasnodar Football Club	FC Krasnodar
knuth	Donald Knuth
Edgar Rice Burroughs	Edgar Rice Burroughs
nigeria	Nigeria
Olav V	Olav V of Norway
Chang Wanquan	Chang Wanquan
Nagareboshi	Nagareboshi
Sebastian Kehl	Sebastian Kehl
Guo Jing	Guo Jing
Sammi Cheng	Sammi Cheng
North Vietnam	North Vietnam
Zurich Football Club	FC Zürich
Hokuzan	Hokuzan
David Tao	David Tao
Ibrahim Hakimi	Ebrahim Hakimi
Arsena Wenger	Arsène Wenger
Bob Hawke	Bob Hawke
Toy Story 3	Toy Story 3
The First Battle of Mohaci	Battle of Mohács
Windows 7	Windows 7
Adolphe Niel	Adolphe Niel
Georgian	Georgian language
wubai	Wu Bai
Jordan Henderson	Jordan Henderson
Ethan Ruan	Ethan Juan
Yongdeungpogu	Yeongdeungpo District
Richard Carpenter	Richard Carpenter
Google Web Toolkit	Google Web Toolkit
Danilo Soares	Danilo Soares
Groningen Football Club	FC Groningen
James McHenry	James McHenry
Mega Drive	Sega Genesis
Tabo Mbeki	Thabo Mbeki
Gordon Strachan	Gordon Strachan
Bình Định Province	Bình Định Province
Lily Allen	Lily Allen
Oscar Wilde	Oscar Wilde
Guo Guangchang	Guo Guangchang
Luo Wenjia	Luo Wenjia
Lang Son Province	Lạng Sơn Province
Toni Polster	Toni Polster
Red Star Awards 2000	Star Awards 2000
Greater Sudbury	Greater Sudbury
Devanagari	Devanagari
Edwin Keith Thomson	Edwin Keith Thomson
Wu Jing	Wu Jing
Baruch Spinoza	Baruch Spinoza
K2	K2
Silent Hill 3	Silent Hill 3
ARM architecture	ARM architecture
Imagali Nulgalievich Tasmagambetov	Imangali Tasmagambetov
Michael Mukasey	Michael Mukasey
Omar Bradley	Omar Bradley
Gita Wirjawan	Gita Wirjawan
Zineida Greciani	Zinaida Greceanîi
Lian Zhan	Lien Chan
Mike Oldfield	Mike Oldfield
Lukas Hinterseer	Lukas Hinterseer
Axis Powers	Axis powers
The Duke of Edinburgh	Duke of Edinburgh
Jagiellonian University	Jagiellonian University
Minatoku	Minato Tokyo
Chocolove from AKB48	Chocolove from AKB48
McFly	McFly
South Sudan	South Sudan
Okazaki City	Okazaki Aichi
Dearest	Dearest
Sami	Sami languages
SaintDenis Basilica	Basilica of St Denis
Francis I Holy Roman Emperor	Francis I Holy Roman Emperor
Bonamana	Bonamana
Fernando II of Aragon	Ferdinand II of Aragon
197273 European Cup Winners Cup	197273 European Cup Winners Cup
Valen Hsu	Valen Hsu
barbados	Barbados
Christine Ng	Christine Ng
Dalian Shide Team 4 and 5	Dalian Shide Siwu FC
Carlo Buonaparte	Carlo Buonaparte
Người Sán Chay	San Chay people
Alvaro Uribe Velez	Álvaro Uribe
Allianz Arena	Allianz Arena
County Antrim	County Antrim
Memphis Debby	Memphis Depay
World Health Organization	World Health Organization
Tauer Matan Ruak	Taur Matan Ruak
Tom Daschler	Tom Daschle
Atomic Heart	Atomic Heart
Charles Cornwallis 1st Marquess of Cornwallis	Charles Cornwallis 1st Marquess Cornwallis
Liaoning Hongyun Football Club	Liaoning Whowin FC
Sergey Aksyonov	Sergey Aksyonov
Virginia	Virginia
karnataka	Karnataka
Louis XV	Louis XV of France
Armenians	Armenians
SchleswigHolstein	SchleswigHolstein
Los Angeles Galaxy	LA Galaxy
Taiwan Austronesian Language	Formosan languages
RussoGeorgian War	RussoGeorgian War
Mass Effect 2	Mass Effect 2
Sayad Salihovic	Sejad Salihović
Altaic	Altaic languages
Bunun	Bunun language
Aligali Alphabet	Galik alphabet
Kyrgyzstan	Kyrgyzstan
John Canfield Spencer	John C Spencer
Soong Ailing	Soong Ailing
Syriza	Syriza
Joe Lieberman	Joe Lieberman
Dennis Rodman	Dennis Rodman
Ministry of Justice	Ministry of Justice
Justice League Dark	Justice League Dark
Lukacs Gyorgy	György Lukács
Marie Francois Sadie Cano	Marie François Sadi Carnot
Toshihiro Hattori	Toshihiro Hattori
Giancarlo Fisichella	Giancarlo Fisichella
Frank Murkowski	Frank Murkowski
Tianjin West Railway Station	Tianjin West Railway Station
James M Buchanan	James M Buchanan
Jonathan Morse	Jonathan Moss
Junkie XL	Junkie XL
Taboo	Taboo
Brazil National Football Team	Brazil national football team
Tom Hanks	Tom Hanks
French	French language
South Holland	South Holland
Sergey Arbuzov	Serhiy Arbuzov
Chrome Engine	Chrome Engine
Frederick Prince of Wales	Frederick Prince of Wales
Malay group	Malayic languages
Urayasu	Urayasu
Angel Beats	Angel Beats
Just Dance	Just Dance
Ellen Johnson Sirleaf	Ellen Johnson Sirleaf
Ivan Stepanovich Silaev	Ivan Silayev
Nogi Nogi	Nogi Maresuke
Bounty Lady	Bounty Lady
Wan Li	Wan Li
George Canning	George Canning
Hisham Gandil	Hesham Qandil
Pennsylvania	Pennsylvania
Belgium National Football Team	Belgium national football team
Peter Eisenman	Peter Eisenman
Togushi Timur	Uskhal Khan Tögüs Temür
Accra	Accra
Asturian	Asturian language
Tracy Ip	Tracy Ip
Xanthi FC	Skoda Xanthi FC
Ambassador of the United States to the Peoples Republic of China	United States Ambassador to China
Princess Teishi	Princess Teishi
IPod shuffle	IPod Shuffle
Shōso Strip	Shōso Strip
Odds BK	Odds BK
Ukrainian Soviet Socialist Republic	Ukrainian Soviet Socialist Republic
capetown	Cape Town
Dont cry anymore	Dont Cry Anymore
United Airlines	United Airlines
	
Kitty Perry	Katy Perry
JoJos Bizarre Adventure	JoJos Bizarre Adventure
Wu Zetian	Wu Zetian
Jiangsu Longkendia Basketball Club	Jiangsu Dragons
NEWS	News
Boertie	Börte
FC Barcelona	FC Barcelona
Valéry Giscard dEstaing	Valéry Giscard dEstaing
Chawari Yongchaiyu	Chavalit Yongchaiyudh
Roadshow Movies	Village Roadshow Pictures
Russian National Football Team	Russia national football team
David Villa	David Villa
Michael Jacksons This Is It	Michael Jacksons This Is It
Kawanehon	Kawanehon
Ernest Lawrence	Ernest Lawrence
Hairsekhli Ahmed Pasha	Hersekzade Ahmed Pasha
Simone Pepe	Simone Pepe
Kyra Sedgwick	Kyra Sedgwick
John VIII	Pope John VIII
J6 Fighter	Shenyang J6
Banhan Siba Acha	Banharn Silpaarcha
Luis Felipe Scolari	Luiz Felipe Scolari
Sofia Rotaru	Sofia Rotaru
George Bowen	George Bowen
Jersey City	Jersey City New Jersey
Qantas flight 32 accident	Qantas Flight 32
Tay people	Tay people
Mohammad Morsi	Mohamed Morsi
Goh Kun	Goh Kun
Robert Lewandowski	Robert Lewandowski
Marcelo Carrusca	Marcelo Carrusca
Central Commission for Discipline Inspection	Central Commission for Discipline Inspection
Heart Mind and Soul	Heart Mind and Soul
Surface Book	Surface Book
Tsu	Tsu Mie
Jingzhou	Jingzhou
Microsoft Lumia	Microsoft Lumia
Life Made Simple	Life Made Simple
AMD 10h	AMD 10h
Chen Shuibian	Chen Shuibian
Lothair I	Lothair I
1984 Summer Olympics	1984 Summer Olympics
Austronesian	Austronesian languages
Jiaxing	Jiaxing
funk	Funk
Alfred Domet	Alfred Domett
Midori Matsushima	Midori Matsushima
Best	Best
Hermann Staudinger	Hermann Staudinger
Philip Rahm	Philipp Lahm
Skylake	Skylake
Mudanjiang	Mudanjiang
Def Jam Records	Def Jam Recordings
Du Jia	Du Jia
Reginald Maudling	Reginald Maudling
Logrono	Logroño
Li Hongzhang	Li Hongzhang
Fat Charlie	Charles the Fat
Shiding District	Shiding District
John Milton	John Milton
TeX Live	TeX Live
Andreas Kubilius	Andrius Kubilius
David Trench	David Trench
UH1N Twin Huey Helicopter	Bell UH1N Twin Huey
Hu Zhijun	Hu Zhijun
Queens University at Kingston	Queens University
Portland Timber	Portland Timbers
grey magpie	Azurewinged magpie
PlayStation Studios	SCE Worldwide Studios
Fourth French Republic	French Fourth Republic
skane	Scania
Alistair Darling	Alistair Darling
Samsung Galaxy S III	Samsung Galaxy S III
Finntroll	Finntroll
Goth Metal	Gothic metal
Victor Li Tzarkuoi	Victor Li Tzarkuoi
Amman International Stadium	Amman International Stadium
Secret Garden	Secret Garden
Hara Takashi	Hara Takashi
Sora Uta	Sora Uta
I Will Survive	I Will Survive
Moscow	Moscow
Joleon Lescott	Joleon Lescott
University of Sussex	University of Sussex
England Football League 20112012	201112 Football League One
Okinawan	Okinawan language
Ali Ben Flis	Ali Benflis
Chinese Taipei Futsal Team	Chinese Taipei national futsal team
Yixuan Prince Chun	Yixuan Prince Chun
Rebecca Mader	Rebecca Mader
Apache Flex	Apache Flex
Queen	Queen
Cishan District	Cishan District
Judith Butler	Judith Butler
Kazan	Kazan
International Rugby Federation	World Rugby
Samsung Galaxy Note II	Samsung Galaxy Note II
Elano	Elano
Case Western Reserve University	Case Western Reserve University
LincolnAlexander	Lincoln Alexander
Isabel Princess Imperial of Brazil	Isabel Princess Imperial of Brazil
Jafar alSadiq	Jafar alSadiq
Arabic	Arabic
Jigoku Sensei Nūbē	Hell Teacher Nūbē
Novak Djokovic	Novak Djokovic
Otto Wallach	Otto Wallach
Carloman II	Carloman II
Hippolyto II Este	Ippolito II dEste
Saionji Kinmochi	Saionji Kinmochi
Philip Sharp	Phillip Allen Sharp
Kevin Nolan	Kevin Nolan
Calvin Chen	Calvin Chen
Rui Costa	Rui Costa
Ancient Greek	Ancient Greek
Black Entertainment Television	BET
Queensland	Enoggera Queensland
Incheon International Airport	Incheon International Airport
Pope Gregory VII	Pope Gregory VII
Geoffrey Rush	Geoffrey Rush
Greece	Greece
Po	Po
Do whatever you want	Do What U Want
Red Star Belgrade	Red Star Belgrade
Medical Top Team	Medical Top Team
Lidu Yangtze River Bridge	Lidu Yangtze River Bridge
Yamagata Prefecture	Yamagata Prefecture
Communist Party of Vietnam	Communist Party of Vietnam
Valdis Zartlers	Valdis Zatlers
Scotland Under21 Football Team	Scotland national under21 football team
Bahrain National Football Team	Bahrain national football team
Louis III	Louis III of France
Choulex	Choulex
William Wirt	William Wirt
Order of St Michael and St George	Order of St Michael and St George
Valenciennes	Valenciennes
Ernesto Geisel	Ernesto Geisel
Sacred Heart University	Sacred Heart University
Luís Fabiano	Luís Fabiano
Android Wear	Android Wear
200405 UEFA Cup	200405 UEFA Cup
National Assembly	National Assembly
Prince Claus	Prince Claus of the Netherlands
Ana Hidalgo	Anne Hidalgo
Limburg	Limburg
Johnny Marr	Johnny Marr
Führer	Führer
Georgian Soviet Socialist Republic	Georgian Soviet Socialist Republic
togo	Togo
Hau Lungpin	Hau Lungpin
Carl Linnaeus	Carl Linnaeus
Hirakawa	Hirakawa Aomori
Final Fantasy X	Final Fantasy X
Leigh Bromby	Leigh Bromby
They Dont Care About Us	They Dont Care About Us
Nerium	Nerium
Jon Kwangik	Jon Kwangik
Tie the Knot	Tie the Knot
Russell T Davies	Russell T Davies
University of Calcutta	University of Calcutta
Kenneth Kaunda	Kenneth Kaunda
Kingdom of Lithuania	Kingdom of Lithuania
Tony Hoare	Tony Hoare
Phil Dowd	Phil Dowd
Ruby	Ruby
Steam	Steam
General Dynamics F111 Aardvark	General Dynamics F111 Aardvark
Wladyslaw IV	Władysław IV Vasa
Chuck Yiu Kwok	Chuck Yiu Kwok
Liang Qichao	Liang Qichao
Oscar Luigi Scalfaro	Oscar Luigi Scalfaro
Palestinian National Authority	Palestinian National Authority
Lukas Podolski	Lukas Podolski
China Railway Corporation	China Railway
Sukhbaatar Butbold	Sükhbaataryn Batbold
Brian Tyler	Brian Tyler
United Arab Emirates National Football Team	United Arab Emirates national football team
MySecret	My Secret
Dan Sullivan	Dan Sullivan
Clifford Township	Clifford Township Butler County Kansas
Lisa Marie Presley	Lisa Marie Presley
Windows 95	Windows 95
The Headless Horseman Leaks DuRaRaRa	Durarara
Mexican First Empire	First Mexican Empire
French Third Republic	French Third Republic
Gokan Inle	Gökhan Inler
Egyptian hieroglyphs	Egyptian hieroglyphs
Youth Power	Youth Power
Tsubasa	Tsubasa
Allentown	Allentown Pennsylvania
Infante Jaime Duke of Segovia	Infante Jaime Duke of Segovia
Isa City Government	City of Mount Isa
Mario Monti	Mario Monti
Kwok Kin Pong	Kwok Kin Pong
reggae music	Reggae
Muhammad Yunas	Muhammad Yunus
girls playing with fire	The Girl Who Played with Fire
Manchester	Manchester Ohio
Nancy Reagan	Nancy Reagan
Jeffrey Wilkinson	Geoffrey Wilkinson
Botany Bay	City of Botany Bay
Nine Inch Nails	Nine Inch Nails
Vivian Hsu	Vivian Hsu
